2.471374046,0.102290076,-0.018129771,0.175572519,0.175572519
1.423664122,-1.754198473,-1.606870229,-1.655725191,-1.655725191
0.770992366,-4.827480916,-3.77480916,-5.366412214,-5.366412214
0.223282443,-8.280916031,-8.292938931,-11.69465649,-11.69465649
-0.610687023,-12.90992366,-16.14980916,-20.31832061,-20.31832061
-2.564885496,-18.05343511,-25.66603053,-31.20458015,-31.20458015
-6.177480916,-24.42748092,-37.83396947,-43.25954198,-43.25954198
-12.71946565,-34.95114504,-52.57347328,-58.64427481,-58.64427481
-18.19847328,-49.58015267,-68.90839695,-73.10076336,-73.10076336
-29.0629771,-64.61526718,-87.21087786,-87.03129771,-87.03129771
-43.30534351,-80.81374046,-103.889313,-98.1480916,-98.1480916
-52.61450382,-90.23816794,-114.0982824,-104.5152672,-104.5152672
-49.88358779,-95.28244275,-115.8835878,-105.0099237,-105.0099237
-38.33015267,-95.69007634,-108.5896947,-96.04580153,-96.04580153
-36.17748092,-89.71450382,-95.42366412,-81.47175573,-81.47175573
-32.11068703,-79.51145038,-79.10209924,-61.75267176,-61.75267176
-35.28435114,-65.87938931,-59.55534351,-41.43664122,-41.43664122
-42.67557252,-49.07328244,-38.01240458,-23.6648855,-23.6648855
-53.83778626,-29.34656489,-19.10496183,-7.903816794,-7.903816794
-59.85877863,-10.48244275,-2.381679389,2.861068702,2.861068702
-48.7519084,12.04122137,8.687977099,11.0740458,11.0740458
-53.28625954,32.67328244,20.19942748,19.89694656,19.89694656
-47.47709924,49.92061069,33.27480916,23.2351145,23.2351145
-29.25572519,56.88244275,41.47423664,29.40687023,29.40687023
-14.89885496,56.63816794,45.09541985,37.46412214,37.46412214
-29.97900763,57.59083969,51.91125954,47.36564885,47.36564885
-58.70992367,52.53282443,62.2509542,58.73206107,58.73206107
-71.30152672,47.95114504,74.20133588,70.50610687,70.50610687
-45.78435115,49.79541985,86.86450382,80.1778626,80.1778626
-14.33396947,50.91603053,102.6230916,87.70763359,87.70763359
3.887404579,54.77709924,108.1259542,89.93129771,89.93129771
16.43129771,67.40152672,106.4875954,90.33816794,90.33816794
22.21564886,82.87328244,98.52003817,84.96259542,84.96259542
22.15839695,91.15114504,87.22232824,78.46335878,78.46335878
16.61259542,96.41679389,71.94465649,72.63282443,72.63282443
19.33396947,99.25801527,53.37977099,65.93358779,65.93358779
19.08015267,95.78320611,40.29103053,57.6221374,57.6221374
17.20610687,81.38778626,28.53148855,47.13435115,47.13435115
14.96374046,59.07022901,18.24045802,36.96030534,36.96030534
13.33969466,38.85343511,2.763358779,24.51374046,24.51374046
5.062977098,15.57099237,-9.588740458,11.61450382,11.61450382
0.902671757,-6.126717557,-18.39217557,1.755725191,1.755725191
-4.229007634,-23.71145038,-22.34637405,-3.86259542,-3.86259542
-6.385496183,-36.87480916,-22.27576336,-8.744274809,-8.744274809
-3.797709924,-43.99694656,-19.75477099,-7.875572519,-7.875572519
-3.1259542,-43.8519084,-16.02480916,-5.964122137,-5.964122137
-2.599236641,-38.69160305,-13.39980916,-2.784732824,-2.784732824
-4.765267176,-30.35877863,-10.6259542,1.066412214,1.066412214
-6.448473282,-23.11603053,-7.890267176,4.222900763,4.222900763
-8.007633588,-18.1740458,-4.393129771,6.590076336,6.590076336
