-0.090429688,,0.030914307
-0.078564453,,0.018920898
-0.076464844,,-0.038970947
-0.092480469,,-0.072860718
-0.0734375,,-0.114944458
-0.085205078,,-0.192337039
-0.079638672,,-0.231719971
-0.081347656,,-0.316604614
-0.082763672,,-0.389709471
-0.069824219,,-0.451721193
-0.071826172,,-0.54348755
-0.088525391,,-0.612197878
-0.10546875,,-0.681884763
-0.090869141,,-0.725860597
-0.102880859,,-0.758544921
-0.1265625,,-0.766754151
-0.154931641,,-0.779190065
-0.178320313,,-0.736419679
-0.220068359,,-0.747833251
-0.248632813,,-0.759704588
-0.295849609,,-0.754470826
-0.364892578,,-0.770538328
-0.428027344,,-0.809432984
-0.508251953,,-0.786895754
-0.5953125,,-0.765487673
-0.669287109,,-0.680969241
-0.738671875,,-0.615676881
-0.761767578,,-0.613967896
-0.722851563,,-0.54159546
-0.645947266,,-0.544525145
-0.561767578,,-0.414138796
-0.585498047,,-0.327041627
-0.612353516,,-0.313262942
-0.589550781,,-0.249679567
-0.572802734,,-0.189971922
-0.583740234,,-0.02418518
-0.561816406,,0.079467773
-0.4953125,,0.133438111
-0.462695313,,0.104217529
-0.437890625,,0.083236691
-0.408544922,,0.140686034
-0.457568359,,0.172805786
-0.513427734,,0.179229736
-0.325292969,,0.193450927
-0.096533203,,0.214752197
0.034228516,,0.192382813
0.099316406,,0.204284668
0.131005859,,0.147445679
0.116748047,,0.190887451
0.075146484,,0.141937256
