0.3203125,0.908447266,0.119873047,18.90076336,-2.541984733,-11.70229008,,x,0.237792969,0.207275391,0.198242188,0.243164063,0.209472656,0.219189453,,y,0.91333008,0.907714844,0.925292969,0.892089844,0.901611328,0.908007813,,z,0.110107422,0.093994141,-0.061523438,0.02734375,0.078613281,0.049707031,,gx,17.24427481,22.77862595,21.92366412,23.8778626,23.4351145,21.8519084,,gy,2.671755725,1.389312977,2.038167939,2.786259542,3.496183206,2.476335878
0.356933594,0.84375,0.056152344,20.0610687,-0.221374046,-11.57251908,,,0.280273438,0.230224609,0.183349609,0.263427734,0.210693359,0.23359375,,,0.90991211,0.940185547,0.930664063,0.928710938,0.927734375,0.927441407,,,0.064453125,0.029296875,0.000976563,0.007324219,0.045654297,0.029541016,,,15.67938931,22.8778626,21.53435115,23.9389313,23.22137405,21.45038168,,,2.244274809,-0.709923664,3.572519084,2.442748092,-1,1.309923664
0.341308594,0.906005859,0.014404297,22.47328244,4.72519084,-11.90076336,,,0.225585938,0.210205078,0.217773438,0.222412109,0.194091797,0.214013672,,,0.88061523,0.895507813,0.948730469,0.905029297,0.939697266,0.913916015,,,0.083984375,0.011962891,-0.005615234,-0.015869141,0.080322266,0.030957031,,,18.9389313,22.74045802,21.90076336,23.9389313,22.84732824,22.07328244,,,3.229007634,-0.977099237,1.473282443,1.129770992,-3.755725191,0.219847328
0.260742188,0.875244141,0.096923828,24.17557252,5.015267176,-11.5648855,,,0.220458984,0.235107422,0.201904297,0.262451172,0.219238281,0.227832031,,,0.92773438,0.942138672,0.914550781,0.930175781,0.919189453,0.926757813,,,0.12109375,0.071289063,-0.0546875,-0.023193359,0.040527344,0.03100586,,,19.74045802,21.6259542,21.74045802,23.90839695,22.90076336,21.98320611,,,3.20610687,1.061068702,0.778625954,-1.709923664,-7.671755725,-0.867175573
0.28125,0.935058594,0.087158203,21.15267176,-1.427480916,-11.67175573,,,0.228759766,0.204101563,0.170654297,0.213867188,0.259277344,0.215332032,,,0.90405273,0.886474609,0.967041016,0.903564453,0.937255859,0.919677733,,,0.121826172,0.010742188,-0.021240234,0.011474609,0.071777344,0.038916016,,,19.97709924,21.63358779,20.72519084,23.85496183,22.96183206,21.83053435,,,3.045801527,4.374045802,1.625954198,-5.824427481,-5.183206107,-0.392366412
0.277832031,0.859863281,0.120117188,19.32824427,-3.58778626,-11.69465649,,,0.250488281,0.199462891,0.193847656,0.251953125,0.286132813,0.236376953,,,0.92089844,0.940917969,0.934570313,0.94921875,0.919433594,0.933007813,,,0.084960938,0.057617188,0.027587891,-0.012939453,0.001708984,0.03178711,,,20.47328244,21.86259542,20.17557252,24.06870229,22.63358779,21.84274809,,,0.236641221,6.083969466,-2.86259542,-2.778625954,-2.335877863,-0.33129771
0.357421875,0.887695313,0.026123047,20.11450382,4.030534351,-11.52671756,,,0.306884766,0.147949219,0.230224609,0.234863281,0.290527344,0.242089844,,,0.88476563,0.907958984,0.939453125,0.912353516,0.946044922,0.918115235,,,0.155273438,0.111083984,-0.045898438,-0.045166016,0.021972656,0.039453125,,,20.54198473,22.48091603,20.09160305,24.74045802,21.42748092,21.85648855,,,-2.534351145,2.58778626,-3.679389313,-0.290076336,2.320610687,-0.319083969
0.284179688,0.866210938,0.046875,22,15.25954198,-13.67175573,,,0.380371094,0.200683594,0.1953125,0.2734375,0.260742188,0.262109375,,,0.89355469,0.937744141,0.921875,0.953613281,0.936035156,0.928564454,,,0.083251953,0.086914063,0.003173828,-0.024658203,0.062988281,0.042333984,,,23.42748092,23.05343511,20.90839695,24.32824427,20.59541985,22.46259542,,,0.816793893,-1.076335878,0.236641221,4.160305344,5.358778626,1.899236641
0.246826172,0.892333984,0.068603516,22.22900763,15.27480916,-11.9389313,,,0.399902344,0.138183594,0.207519531,0.215576172,0.227294922,0.237695313,,,0.86523438,0.893066406,0.964599609,0.912841797,0.94921875,0.916992188,,,0.092773438,0.002441406,-0.054443359,-0.020263672,0.040283203,0.012158203,,,23.40458015,23.59541985,20.5648855,23.64122137,20.13740458,22.26870229,,,7.564885496,-2.763358779,0.580152672,4.267175573,3.511450382,2.632061069
0.203613281,0.916259766,0.092773438,18.96183206,0.061068702,-11.78625954,,,0.405029297,0.205810547,0.196044922,0.173583984,0.219970703,0.240087891,,,0.86010742,0.955322266,0.927001953,0.939697266,0.914794922,0.919384765,,,0.151611328,0.095458984,0.017822266,0.017578125,0.076660156,0.071826172,,,24.91603053,22.95419847,21.41221374,23.22900763,20.12977099,22.52824427,,,6.122137405,-2.648854962,-5.366412214,2.908396947,-0.267175573,0.149618321
