0.3203125,0.908447266,0.119873047,18.90076336,-2.541984733,-11.70229008,,x,0.3203125,0.278564453,0.223876953,0.298583984,0.193847656,,y,0.90844727,0.913330078,0.926513672,0.9296875,0.913574219,,z,0.119873047,0.036132813,0.03125,-0.036865234,0.108886719,,gx,18.90076336,17.83969466,21.83969466,24.73282443,24.19083969,,gy,-2.541984733,15.45038168,-2.20610687,-1.267175573,4.41221374
0.356933594,0.84375,0.056152344,20.0610687,-0.221374046,-11.57251908,,,0.356933594,0.228515625,0.279541016,0.264648438,0.192626953,,,0.84375,0.921386719,0.935302734,0.900634766,0.953125,,,0.056152344,0.122558594,-0.010253906,-0.007080078,0.078369141,,,20.0610687,20.42748092,22.5648855,24.4351145,22.82442748,,,-0.221374046,14.69465649,-1.320610687,0.496183206,-0.679389313
0.341308594,0.906005859,0.014404297,22.47328244,4.72519084,-11.90076336,,,0.341308594,0.23046875,0.234130859,0.263183594,0.198486328,,,0.90600586,0.951171875,0.901611328,0.89453125,0.911376953,,,0.014404297,0.064453125,-0.039306641,-0.018310547,0.075927734,,,22.47328244,20.16030534,22.9389313,24.07633588,22.15267176,,,4.72519084,9.221374046,1.72519084,3.900763359,-2.34351145
0.260742188,0.875244141,0.096923828,24.17557252,5.015267176,-11.5648855,,,0.260742188,0.195800781,0.23046875,0.263916016,0.265136719,,,0.87524414,0.914306641,0.923339844,0.880126953,0.910888672,,,0.096923828,0.077880859,0.011230469,-0.014648438,0.025146484,,,24.17557252,20.30534351,23.11450382,24.08396947,22.10687023,,,5.015267176,1.610687023,-0.41221374,1.610687023,0.015267176
0.28125,0.935058594,0.087158203,21.15267176,-1.427480916,-11.67175573,,,0.28125,0.211425781,0.223144531,0.243164063,0.226806641,,,0.93505859,0.914550781,0.902099609,0.892089844,0.8984375,,,0.087158203,0.110107422,0.023193359,0.02734375,0.050537109,,,21.15267176,20.82442748,23.54961832,23.8778626,22.80152672,,,-1.427480916,-2.389312977,0.480916031,2.786259542,6.129770992
0.277832031,0.859863281,0.120117188,19.32824427,-3.58778626,-11.69465649,,,0.277832031,0.236572266,0.221679688,0.263427734,0.219238281,,,0.85986328,0.938476563,0.938720703,0.928710938,0.906982422,,,0.120117188,0.120849609,-0.000244141,0.007324219,0.021972656,,,19.32824427,21.38167939,24.22900763,23.9389313,22.70992366,,,-3.58778626,-1.34351145,1.717557252,2.442748092,6.763358779
0.357421875,0.887695313,0.026123047,20.11450382,4.030534351,-11.52671756,,,0.357421875,0.27734375,0.202392578,0.222412109,0.209472656,,,0.88769531,0.899658203,0.908447266,0.905029297,0.901611328,,,0.026123047,0.059570313,0.016113281,-0.015869141,0.078613281,,,20.11450382,21.58015267,24.10687023,23.9389313,23.4351145,,,4.030534351,0.061068702,1.175572519,1.129770992,3.496183206
0.284179688,0.866210938,0.046875,22,15.25954198,-13.67175573,,,0.284179688,0.219482422,0.230224609,0.262451172,0.210693359,,,0.86621094,0.922363281,0.943603516,0.930175781,0.927734375,,,0.046875,0.030517578,-0.056396484,-0.023193359,0.045654297,,,22,22.26717557,23.49618321,23.90839695,23.22137405,,,15.25954198,2.893129771,0.648854962,-1.709923664,-1
0.246826172,0.892333984,0.068603516,22.22900763,15.27480916,-11.9389313,,,0.246826172,0.207275391,0.173339844,0.213867188,0.194091797,,,0.89233398,0.907714844,0.912597656,0.903564453,0.939697266,,,0.068603516,0.093994141,-0.053466797,0.011474609,0.080322266,,,22.22900763,22.77862595,23.48091603,23.85496183,22.84732824,,,15.27480916,1.389312977,-1.541984733,-5.824427481,-3.755725191
0.203613281,0.916259766,0.092773438,18.96183206,0.061068702,-11.78625954,,,0.203613281,0.230224609,0.208740234,0.251953125,0.219238281,,,0.91625977,0.940185547,0.949462891,0.94921875,0.919189453,,,0.092773438,0.029296875,-0.005126953,-0.012939453,0.040527344,,,18.96183206,22.8778626,22.99236641,24.06870229,22.90076336,,,0.061068702,-0.709923664,-0.022900763,-2.778625954,-7.671755725
