-0.192626953,0.229980469,-0.976074219,-2.687022901,6.488549618,8.465648855,,ax,-0.192626953,-0.116455078,-0.182861328,-0.059814453,-0.294189453,-0.169189453,,ay,0.229980469,0.198730469,0.213134766,0.305175781,0.207519531,0.230908203,,az,-0.976074219,-0.977294922,-0.974365234,-0.974365234,-0.473144531,-0.875048828,,gx,-2.687022901,-2.740458015,1.778625954,3.603053435,0.740458015,0.138931298,,gy,6.488549618,1.694656489,2.534351145,-1.65648855,-2.717557252,1.26870229,,gz,8.465648855,5.488549618,6.34351145,5.465648855,10.65648855,7.283969466
-0.277099609,0.204345703,-0.984375,-2.045801527,6.083969466,10.44274809,,,-0.277099609,-0.102050781,-0.129638672,-0.084960938,-0.292724609,-0.177294922,,,0.204345703,0.226074219,0.252685547,0.289306641,0.223876953,0.239257813,,,-0.984375,-1.012451172,-0.977539063,-0.977539063,-0.447265625,-0.879833984,,,-2.045801527,-2.488549618,1.366412214,3.366412214,0.633587786,0.166412214,,,6.083969466,0.79389313,4.908396947,-2.152671756,-4.885496183,0.949618321,,,10.44274809,5.091603053,7.427480916,5.801526718,8.114503817,7.375572519
-0.221923828,0.241210938,-0.983154297,-2.86259542,3.015267176,9.450381679,,,-0.221923828,-0.152832031,-0.181640625,-0.019287109,-0.262207031,-0.167578125,,,0.241210938,0.217529297,0.234130859,0.315917969,0.247558594,0.251269531,,,-0.983154297,-0.946289063,-0.951416016,-0.951416016,-0.474121094,-0.861279297,,,-2.86259542,-1.175572519,0.702290076,2.519083969,-0.93129771,-0.349618321,,,3.015267176,-3.236641221,3.908396947,-0.679389313,-3.786259542,-0.155725191,,,9.450381679,3.969465649,7.34351145,5.190839695,6.129770992,6.416793893
-0.266357422,0.202392578,-0.973144531,-2.72519084,0.183206107,7.885496183,,,-0.266357422,-0.151611328,-0.149169922,-0.059082031,-0.302490234,-0.185742188,,,0.202392578,0.249267578,0.264160156,0.264160156,0.216064453,0.239208984,,,-0.973144531,-0.944824219,-0.968017578,-0.968017578,-0.948486328,-0.960498047,,,-2.72519084,-0.58778626,-0.404580153,1.167938931,-2.396946565,-0.989312977,,,0.183206107,-4.305343511,5.801526718,3.778625954,-2.839694656,0.523664122,,,7.885496183,4.870229008,5.480916031,5.694656489,5.106870229,5.807633588
-0.211181641,0.234863281,-0.930419922,-2.885496183,-1.106870229,6.86259542,,,-0.211181641,-0.114257813,-0.188720703,-0.061279297,-0.249511719,-0.164990234,,,0.234863281,0.231445313,0.218017578,0.302246094,0.231445313,0.243603516,,,-0.930419922,-0.960449219,-0.978759766,-0.978759766,-0.912597656,-0.952197266,,,-2.885496183,0.061068702,-2.083969466,-0.175572519,-2.916030534,-1.6,,,-1.106870229,-5.34351145,3.984732824,2.603053435,1.053435115,0.238167939,,,6.86259542,4.526717557,5.083969466,4.778625954,3.923664122,5.035114504
-0.241699219,0.19140625,-0.956054688,-1.648854962,-1.305343511,6.290076336,,,-0.241699219,-0.078369141,-0.190429688,-0.122802734,-0.248046875,-0.176269531,,,0.19140625,0.224609375,0.266845703,0.279541016,0.2265625,0.237792969,,,-0.956054688,-0.992919922,-0.987792969,-0.987792969,-0.949707031,-0.974853516,,,-1.648854962,0.625954198,-3.389312977,-0.488549618,-2.854961832,-1.551145038,,,-1.305343511,-1.366412214,1.961832061,0.435114504,4.305343511,0.80610687,,,6.290076336,3.755725191,5.473282443,4.801526718,7.213740458,5.506870229
-0.191894531,0.233154297,-0.95703125,-1.244274809,2.65648855,6.984732824,,,-0.191894531,-0.103271484,-0.200927734,-0.024658203,-0.294189453,-0.162988281,,,0.233154297,0.219970703,0.221923828,0.289306641,0.212402344,0.235351563,,,-0.95703125,-1.013916016,-0.987548828,-0.987548828,-0.924316406,-0.974072266,,,-1.244274809,0.916030534,-3.832061069,0.297709924,-2.152671756,-1.203053435,,,2.65648855,1.526717557,1.167938931,0.748091603,3.328244275,1.885496183,,,6.984732824,3.86259542,6.687022901,6.93129771,7.389312977,6.370992366
-0.246337891,0.211914063,-0.95703125,-1.13740458,4.404580153,7.648854962,,,-0.246337891,-0.143554688,-0.156005859,-0.058837891,-0.283203125,-0.177587891,,,0.211914063,0.209716797,0.268066406,0.2890625,0.207519531,0.237255859,,,-0.95703125,-0.959716797,-0.988037109,-0.988037109,-0.890136719,-0.956591797,,,-1.13740458,1.938931298,-4.213740458,0.129770992,-0.511450382,-0.758778626,,,4.404580153,2.328244275,-1.893129771,-0.564885496,1.732824427,1.201526718,,,7.648854962,3.702290076,7.083969466,7.267175573,6.732824427,6.487022901
-0.225097656,0.262451172,-0.977050781,-1.541984733,1.732824427,6.259541985,,,-0.225097656,-0.143310547,-0.158691406,-0.044677734,-0.252441406,-0.16484375,,,0.262451172,0.235839844,0.212890625,0.324707031,0.252197266,0.257617188,,,-0.977050781,-0.967041016,-0.997802734,-0.997802734,-0.866455078,-0.961230469,,,-1.541984733,-1.625954198,-4.740458015,-0.213740458,0.34351145,-1.555725191,,,1.732824427,-0.625954198,3.007633588,-3.198473282,2.916030534,0.766412214,,,6.259541985,3.41221374,6.419847328,6.641221374,4.549618321,5.45648855
-0.258300781,0.229980469,-0.966308594,-1.618320611,-2.366412214,4.72519084,,,-0.258300781,-0.182373047,-0.147949219,-0.029541016,-0.292724609,-0.182177734,,,0.229980469,0.206298828,0.25390625,0.283935547,0.211669922,0.237158203,,,-0.966308594,-0.964111328,-1.017822266,-1.017822266,-0.859130859,-0.965039063,,,-1.618320611,-2.167938931,-5.34351145,-0.633587786,0.908396947,-1.770992366,,,-2.366412214,-2.435114504,2.832061069,0.396946565,5.557251908,0.796946565,,,4.72519084,4.34351145,5.282442748,5.961832061,5.839694656,5.230534351
