-0.504150391,0.170898438,-0.929443359,24.87022901,6.58778626,-11.53435115,,,x,-0.5041504,-0.5234375,-0.431884766,-0.401855469,-0.397216797,,y,0.17089844,0.268310547,0.147460938,0.214355469,0.187988281,,z,-0.9294434,-0.912597656,-0.907226563,-0.985351563,-0.898681641,,gx,24.870229,17.41221374,24.40458015,23.83206107,24.39694656,,gy,6.58778626,1.992366412,0.618320611,3.641221374,3.977099237
-0.506591797,0.164306641,-0.922607422,24.77099237,9.740458015,-11.67938931,,,,-0.5065918,-0.492919922,-0.403808594,-0.361816406,-0.406494141,,,0.16430664,0.315185547,0.214355469,0.192871094,0.228515625,,,-0.9226074,-0.819824219,-0.930175781,-0.979736328,-0.966552734,,,24.7709924,18.22137405,25.42748092,24.16030534,24.61832061,,,9.74045802,5.580152672,2.65648855,5.236641221,10.95419847
-0.453613281,0.165283203,-0.945068359,23.63358779,10.50381679,-11.2519084,,,,-0.4536133,-0.503662109,-0.447021484,-0.383544922,-0.481201172,,,0.1652832,0.301513672,0.191894531,0.203613281,0.209960938,,,-0.9450684,-0.823730469,-0.908691406,-0.98828125,-0.937988281,,,23.6335878,19.03053435,25.53435115,24.09160305,24.09160305,,,10.5038168,2.045801527,4.946564885,6.770992366,13.50381679
-0.510498047,0.153564453,-0.931152344,21.25954198,11.22900763,-11.59541985,,,,-0.510498,-0.522216797,-0.481933594,-0.392089844,-0.501220703,,,0.15356445,0.272216797,0.194091797,0.233642578,0.189941406,,,-0.9311523,-0.874755859,-0.949707031,-0.937744141,-1.003173828,,,21.259542,20.22900763,24.3129771,23.61832061,21.69465649,,,11.2290076,-0.427480916,7.664122137,5.076335878,8.41221374
-0.520263672,0.170166016,-0.866943359,20.10687023,7.86259542,-11.48091603,,,,-0.5202637,-0.485839844,-0.458740234,-0.418457031,-0.490722656,,,0.17016602,0.345214844,0.223144531,0.19140625,0.232421875,,,-0.8669434,-0.888427734,-0.931884766,-0.976318359,-0.96875,,,20.1068702,21.19083969,24.32061069,23.61068702,22.98473282,,,7.86259542,0.938931298,3.824427481,0.244274809,-0.86259542
-0.586914063,0.127929688,-0.869140625,21.06870229,4.770992366,-11.54198473,,,,-0.5869141,-0.497070313,-0.482666016,-0.430175781,-0.464355469,,,0.12792969,0.288574219,0.188964844,0.1953125,0.165527344,,,-0.8691406,-0.871582031,-0.870361328,-0.937744141,-0.986816406,,,21.0687023,19.80916031,26.44274809,22.63358779,22.57251908,,,4.77099237,3.213740458,0.312977099,-0.832061069,-5.022900763
-0.532958984,0.165283203,-0.961914063,22.91603053,-0.702290076,-11.81679389,,,,-0.532959,-0.516845703,-0.424316406,-0.378417969,-0.471435547,,,0.1652832,0.28515625,0.219238281,0.194335938,0.166503906,,,-0.9619141,-0.858398438,-0.915283203,-0.994140625,-0.924072266,,,22.9160305,20.17557252,27.81679389,22.83206107,22.69465649,,,-0.7022901,4.251908397,-0.419847328,-0.664122137,-0.396946565
-0.46875,0.176025391,-0.966552734,24.41984733,3.267175573,-11.66412214,,,,-0.46875,-0.541748047,-0.442382813,-0.418701172,-0.426025391,,,0.17602539,0.311279297,0.197021484,0.174560547,0.190429688,,,-0.9665527,-0.838623047,-0.913085938,-0.975830078,-0.98828125,,,24.4198473,21.58778626,28.58778626,23.16793893,23.2519084,,,3.26717557,1.778625954,2.992366412,5.358778626,4.900763359
-0.394287109,0.176513672,-0.98046875,23.83206107,9.908396947,-11.58778626,,,,-0.3942871,-0.504638672,-0.459228516,-0.388427734,-0.471191406,,,0.17651367,0.316650391,0.213378906,0.236572266,0.185791016,,,-0.9804688,-0.870605469,-0.914306641,-1.025878906,-1.026123047,,,23.8320611,23.61832061,27.49618321,22.58778626,22.07633588,,,9.90839695,-0.305343511,7.190839695,7.572519084,8.480916031
-0.487548828,0.156982422,-0.968261719,22.54198473,14.14503817,-11.74045802,,,,-0.4875488,-0.493408203,-0.447265625,-0.402587891,-0.476806641,,,0.15698242,0.262451172,0.197265625,0.197509766,0.207763672,,,-0.9682617,-0.826904297,-0.949951172,-0.938720703,-0.982666016,,,22.5419847,25.01526718,26.58778626,22.60305344,22.03053435,,,14.1450382,-2.267175573,9,7.748091603,9.938931298
